text,label
feeling fatigue puffy swings gain weight menstruation swollen abnormal cold eyes hands mood thyroid and irritability face feets extremeties nails enlarged dizziness lethargy brittle depression and,Endocrinology
i think it's headache (typhos) high chills pain diarrhoea nausea toxic constipation belly fever fatigue abdominal look pain,Infectious
feeling yellowing pain diarrhoea nausea joint abdominal dark fever vomiting skin pain of eyes muscle urine pain yellowish mild,Gastroenterology
having loss fatigue abdominal high itching dark weight urine pain fever vomiting,Gastroenterology
i have swelling yellowish pain fluid distention of skin of stomach of history consumption overload abdominal alcohol abdomen vomiting,Gastroenterology
suffering from extra high wasting throat in fever contacts marital muscle patches,Infectious
suffering from loss of pain dizziness limbs pain back balance neck weakness in,Neurology
i have loss abdominal pain skin appetite failure yellowing of fever of acute fatigue high yellowish liver nausea joint stomach coma vomiting bleeding eyes pain,Gastroenterology
experiencing veins blood vessels on swollen fatigue prominent cramps legs swollen obesity calf bruising,Cardiology
i think it's urine urine smell foul burning of of continuous feel micturition,Urology
i think it's yellow rash ooze red around nose sore fever high crust skin blister,Dermatology
i have dark skin yellowish pain nausea of abdominal urine appetite vomiting joint fatigue pain loss,Gastroenterology
dealing with vision sweating vomiting slurred nausea anxiety irritability blurred tingling distorted and lips fatigue speech palpitations headache and hunger excessive drying,Endocrinology
dealing with continuous sinus muscle nose headache runny pain swelled sneezing redness pain phlegm of chills malaise pressure throat congestion loss high nodes smell eyes cough irritation of fever lymph chest,Pulmonology
suffering from chills sweating cough fatigue fever chest rate heart rusty high sputum phlegm breathlessness pain fast,Pulmonology
dealing with eyes abdominal pain mild yellowish vomiting nausea of dark loss of fever skin joint yellowing appetite muscle urine pain pain diarrhoea,Gastroenterology
my main issue is face mood feets enlarged menstruation dizziness cold swollen eyes irritability nails swings puffy fatigue depression hands brittle and abnormal and lethargy thyroid extremeties,Endocrinology
i feel internal passage loss of itching indigestion appetite of pain vomiting abdominal gases lately,Gastroenterology
dealing with spinning unsteadiness movements vomiting nausea headache,
i feel dark transfusion receiving fatigue yellowish skin yellowing malaise urine appetite yellow of urine loss lethargy eyes receiving blood of unsterile injections itching lately,Gastroenterology
feeling loss balance neck limbs pain dizziness weakness in pain back of,Neurology
my main issue is vomiting eyes appetite high pain bleeding yellowish skin nausea of acute stomach abdominal failure loss yellowing pain fatigue of fever coma liver joint,Gastroenterology
suffering from eyes malaise back nausea joint of behind rash fever skin muscle the high pain appetite pain chills pain loss fatigue vomiting headache pain,Infectious
i feel scurring skin pus pimples rash blackheads filled lately,Dermatology
i think it's abdominal vomiting passage appetite of pain internal loss of indigestion itching gases,Gastroenterology
my main issue is bruising prominent on vessels veins swollen obesity blood fatigue swollen calf legs cramps,Cardiology
having filled rash pus pimples skin scurring,Dermatology
my main issue is nodes loss of lethargy appetite skin over fatigue itching fever spots high red swelled lymph fever headache body mild rash malaise,Infectious
i think it's rusty high cough breathlessness pain sputum fatigue chest rate chills heart fever sweating phlegm fast,Pulmonology
experiencing stomach pain chest on tongue vomiting pain cough ulcers acidity,Gastroenterology
dealing with fever breathlessness chills pain rusty cough high sputum heart sweating rate malaise fast fatigue phlegm chest,Pulmonology
i am having skin dischromic patches eruptions skin itching rash nodal,Dermatology
my main issue is eruptions rash skin dischromic patches nodal itching skin,Dermatology
i am having painful movement muscle stiffness stiff walking joints neck weakness swelling,Orthopedics
experiencing pain limbs weakness in pain loss of neck balance back dizziness,Neurology
dealing with nodes phlegm fever smell pain chills sneezing malaise congestion eyes runny chest pain irritation loss muscle sinus lymph fatigue redness pressure continuous of swelled cough of headache nose throat high,Pulmonology
having marital contacts wasting high muscle extra fever,Infectious
my main issue is phlegm sneezing continuous lymph smell pain chills malaise nose high throat nodes sinus fatigue eyes pressure muscle redness cough of swelled of fever chest loss pain runny congestion irritation,Pulmonology
i have yellowish of skin nausea appetite of eyes history yellowing family fatigue loss,Gastroenterology
i think it's on obesity blood bruising swollen veins cramps legs prominent swollen fatigue vessels calf,Cardiology
i think it's overload alcohol of vomiting stomach skin pain fluid consumption swelling of history yellowish abdominal,Gastroenterology
i think it's nails dusting skin small like nails in pain peeling inflammatory silver dents rash joint skin,Dermatology
having marital extra high patches in muscle fever wasting contacts throat,Infectious
suffering from yellowing skin yellowish loss appetite eyes fatigue of family of nausea history,Gastroenterology
i think it's heart rusty chest rate fever pain phlegm malaise fast breathlessness fatigue sputum cough sweating high,Pulmonology
suffering from of back weakness dizziness loss pain in limbs neck pain balance,Neurology
i feel vomiting weakness one side body altered headache of sensorium lately,Neurology
my main issue is speech headache blurred distorted and sweating nausea vomiting slurred excessive vision and hunger irritability tingling fatigue drying palpitations lips anxiety,Endocrinology
i am having rash dischromic skin itching patches,Dermatology
dealing with pain walking swelling knee joints joint pain neck hip pain painful pain joint,Orthopedics
my main issue is skin fever coma dark nausea pain abdominal appetite fatigue loss yellowish vomiting liver acute stomach yellowing pain eyes urine high bleeding of joint failure of,Gastroenterology
i am having chills nausea vomiting headache sweating fever high muscle diarrhoea pain,Infectious
i am having vessels swollen swollen cramps blood legs bruising fatigue obesity,Cardiology
having history eyes yellowish of appetite yellowing of nausea loss family skin,Gastroenterology
i feel abdominal of vomiting nausea yellowish appetite eyes skin loss yellowing of itching pain lately,
suffering from abdominal eyes yellowish appetite loss of dark vomiting pain joint urine skin pain nausea of fatigue yellowing,Gastroenterology
suffering from nausea spots headache pain fever joint malaise chills the red muscle body skin pain behind pain of over vomiting back rash appetite fatigue eyes loss high pain,Infectious
having hunger fast weight muscle sweating restlessness irritability loss abnormal excessive heart diarrhoea menstruation swings rate mood weakness fatigue,Endocrinology
i have cold irritability puffy swollen swings menstruation feets mood gain extremeties weight enlarged depression eyes thyroid hands nails dizziness face brittle and abnormal and lethargy,Endocrinology
dealing with loss restlessness irritability weight fatigue hunger excessive rate heart sweating mood weakness abnormal fast diarrhoea menstruation swings muscle,Endocrinology
i have blood swollen vessels obesity swollen prominent bruising legs veins calf on cramps fatigue,Cardiology
my main issue is marital extra wasting high in patches muscle contacts fever throat,Infectious
